kind,judge_id,judge_name,corps_key,corps_name,caption,division,n,mean_residual,raw_mean_residual,shrinkage_mean_residual,se,ci95_low,ci95_high,mean_abs_residual,positive_pct,z,seasons
judge_corps_caption,a-kristensen-1,Allan Kristensen,001j000000iwxaeaa1,The Academy,MP,World Class,20,-0.3142,-0.9609,-0.2244,0.4027,-1.1035,0.4752,1.3554,0.55,-0.7801,"2014,2015,2016,2018,2019,2022,2023,2024"
judge_corps_caption,p-furnari-1,Peter Furnari,001j000000iwxacaa1,Spartans,MP,Open Class,12,-0.3739,-0.6575,-0.2243,0.6176,-1.5844,0.8367,1.796,0.5,-0.6053,"2013,2017,2018,2019,2022,2023,2024"
judge_corps_caption,r-solomon-1,Robert Solomon,001j000000iwxajaa1,Troopers,VP,World Class,12,0.3738,0.3807,0.2243,0.237,-0.0907,0.8384,0.7986,0.75,1.5772,"2013,2015,2017,2018,2019,2023,2025"
judge_corps_caption,c-phillips-1,Chester Phillips,001j000000iwx9oaad,Genesis,MB,Open Class,13,0.3618,0.4829,0.224,0.2855,-0.1978,0.9214,0.7727,0.7692,1.2672,"2013,2016,2017,2018,2022,2023"
judge_corps_caption,j-sturgeon-1,Jim Sturgeon,001j000000iwxacaa1,Spartans,VA,Open Class,7,0.4801,1.119,0.224,0.1673,0.1521,0.808,0.5643,0.7143,2.8694,"2013,2015,2016,2024"
judge_corps_caption,d-carbone-1,Dave Carbone,001j000000iwx93aad,Seattle Cascades,MP,World Class,6,0.5222,0.4813,0.2238,0.5355,-0.5274,1.5717,1.1334,0.8333,0.9751,"2013,2014,2016,2019,2025"
judge_corps_caption,m-stone-1,Michael Stone,001j000000iwwsraal,Bluecoats,GE1,World Class,19,-0.318,-0.4925,-0.2238,0.4349,-1.1705,0.5345,1.0815,0.8421,-0.7312,"2013,2014,2015,2016,2017,2018,2019,2022"
judge_corps_caption,j-prosperie-1,Jeff Prosperie,001j000000h3xwcaav,Santa Clara Vanguard,MP,World Class,17,0.329,0.481,0.2237,0.0954,0.142,0.516,0.3992,0.8824,3.4485,"2013,2014,2015,2016,2017,2019,2025"
judge_corps_caption,j-bell-1,John Bell,001j000000i6i9saav,Blue Devils,GE2,World Class,21,0.3086,0.4693,0.2235,0.0749,0.1617,0.4555,0.3834,0.7619,4.1185,"2013,2014,2015,2016,2017,2018,2019,2024"
judge_corps_caption,p-mcgarr-1,Paul McGarr,001j000000iwx93aad,Seattle Cascades,MA,World Class,5,-0.5805,-1.0159,-0.2233,0.3128,-1.1935,0.0325,0.6628,0.4,-1.856,"2013,2015,2016"
judge_corps_caption,n-jones-1,Nola Jones,001j000000iwxa7aal,Pacific Crest,GE2,World Class,21,-0.3083,-0.3977,-0.2232,0.2843,-0.8654,0.2489,0.8777,0.5714,-1.0845,"2013,2014,2015,2016,2017,2018,2019,2023,2024,2025"
judge_corps_caption,g-howarth-1,Gifford Howarth,001j000000iwx9oaad,Genesis,MP,Open Class,9,-0.4212,-0.1839,-0.223,0.475,-1.3521,0.5097,0.6319,0.5556,-0.8868,"2014,2015,2017,2018,2024,2025"
judge_corps_caption,j-brooks-1,Jeff Brooks,001j000000iwxaeaa1,The Academy,MP,World Class,13,0.36,0.6709,0.2228,0.1704,0.0259,0.694,0.5478,0.7692,2.1123,"2019,2022,2023,2024,2025"
judge_corps_caption,g-oliviero-1,George Oliviero,001j000000iwx9aaat,Crossmen,CG,World Class,8,0.4453,-0.0123,0.2226,0.3512,-0.243,1.1336,0.9338,0.875,1.268,"2013,2014,2015,2018"
judge_corps_caption,j-bell-1,John Bell,001j000000h3xwcaav,Santa Clara Vanguard,GE2,World Class,22,0.3034,0.4707,0.2225,0.0706,0.165,0.4418,0.3706,0.9091,4.2967,"2013,2015,2016,2017,2018,2019,2022,2024"
judge_corps_caption,m-stone-1,Michael Stone,001j000000iwx9aaat,Crossmen,CG,World Class,9,0.4203,0.3863,0.2225,0.2325,-0.0353,0.8759,0.6834,0.7778,1.808,"2013,2014,2015,2016,2017,2022"
judge_corps_caption,s-adamo-1,Sal Adamo,001j000000i6i9saav,Blue Devils,VA,World Class,6,0.5191,0.6917,0.2225,0.2007,0.1259,0.9124,0.5198,0.8333,2.5872,"2013,2014,2016,2023,2024"
judge_corps_caption,r-kemp-1,Richard Kemp,001j000000iwwsoaal,Blue Knights,CG,World Class,9,0.4201,0.5447,0.2224,0.1313,0.1627,0.6775,0.5176,0.8889,3.199,"2013,2014,2015,2016,2017"
judge_corps_caption,d-deems-1,Don Deems,001j000000iwx93aad,Seattle Cascades,GE1,World Class,7,0.4762,0.5304,0.2222,0.1855,0.1126,0.8398,0.5948,0.7143,2.5671,"2013,2017,2018,2023,2024,2025"
judge_corps_caption,w-dillon-1,Wayne Dillon,001j000000iwwslaal,7th Regiment,MA,Open Class,5,-0.5774,-1.2047,-0.2221,0.7197,-1.988,0.8332,1.2673,0.6,-0.8023,"2013,2015,2017,2018,2022"
judge_corps_caption,s-page-1,Steven Page,001j000000iwxakaa1,Vanguard Cadets,GE2,Open Class,5,0.5774,1.4748,0.2221,0.2992,-0.0089,1.1638,0.7474,0.8,1.9301,"2013,2016"
judge_corps_caption,w-dillon-1,Wayne Dillon,001j000000iwxa8aal,Pioneer,MA,World Class,5,0.5771,0.5121,0.222,0.3585,-0.1256,1.2798,0.7515,0.8,1.6096,"2013,2016,2017"
judge_corps_caption,j-davila-1,Julie Davila,001j000000i6i9saav,Blue Devils,MA,World Class,9,0.4189,0.2412,0.2218,0.1274,0.1692,0.6685,0.4286,0.8889,3.2888,"2018,2019"
judge_corps_caption,c-romanowski-1,Chris Romanowski,001j000000iwx9taad,Heat Wave,MA,Open Class,7,-0.4751,-0.2773,-0.2217,0.4313,-1.3204,0.3703,0.7112,0.2857,-1.1015,"2019,2023,2025"
judge_corps_caption,g-oliviero-1,George Oliviero,001j000000iwxaeaa1,The Academy,GE1,World Class,6,-0.517,-1.0871,-0.2216,0.6524,-1.7956,0.7617,1.1629,0.5,-0.7925,"2017,2018,2019,2023,2024"
judge_corps_caption,c-phillips-1,Chester Phillips,001j000000iwwslaal,7th Regiment,MB,Open Class,5,0.5757,0.4652,0.2214,0.1057,0.3686,0.7828,0.5757,1,5.4485,"2013,2016"
judge_corps_caption,c-armbruster-1,Chad Armbruster,001j000000iwx98aad,Colts,GE2,World Class,6,0.5167,0.3812,0.2214,0.1894,0.1455,0.8879,0.535,0.6667,2.7281,"2018,2019,2022,2024,2025"
judge_corps_caption,c-phillips-1,Chester Phillips,001j000000iwx97aad,Colt Cadets,MB,Open Class,8,-0.4424,-0.5118,-0.2212,0.4453,-1.3151,0.4304,0.9528,0.625,-0.9935,"2013,2014,2016,2017"
judge_corps_caption,j-howell-1,John Howell,001j000000iwx91aad,Carolina Crown,CG,World Class,8,0.4424,0.4589,0.2212,0.0714,0.3024,0.5823,0.4424,1,6.1962,"2013,2014,2015,2018,2019,2023"
judge_corps_caption,m-thompson-1,Michael Thompson,001j000000iwxadaa1,Spirit of Atlanta,VP,World Class,7,-0.4738,-0.1123,-0.2211,0.3104,-1.0821,0.1346,0.6062,0.4286,-1.5264,"2013,2014,2018,2019"
judge_corps_caption,k-baker-1,Keith Baker,001j000000iwx9paad,Gold,VP,Open Class,5,0.5741,0.98,0.2208,0.419,-0.2471,1.3952,0.7996,0.6,1.3702,"2013,2015"
judge_corps_caption,t-ochran-1,Timothy Ochran,001j000000iwwssaal,Boston Crusaders,GE1,World Class,5,0.5729,0.016,0.2203,0.0844,0.4074,0.7384,0.5729,1,6.7866,"2013,2015,2018,2025"
judge_corps_caption,r-rios-1,Ronnie Rios,001j000000iwxafaa1,The Cavaliers,MA,World Class,7,-0.4714,-0.3979,-0.22,0.4341,-1.3222,0.3794,0.7211,0.4286,-1.086,"2017,2018,2022,2023,2024"
judge_corps_caption,g-oliviero-1,George Oliviero,001j000000iwx9waad,Jersey Surf,VA,World Class,10,0.3958,0.2753,0.2199,0.327,-0.2451,1.0366,0.8492,0.8,1.2103,"2013,2014,2016,2019,2022"
judge_corps_caption,d-deems-1,Don Deems,001j000000iwxa0aal,Legends,CG,Open Class,7,0.4709,1.3923,0.2198,0.1438,0.1891,0.7527,0.4837,0.8571,3.2756,"2014,2015,2017,2018,2022"
judge_corps_caption,m-anderson-1,Mike Anderson,001j000000iwxafaa1,The Cavaliers,VA,World Class,5,-0.5714,-0.7209,-0.2198,1.4078,-3.3307,2.188,1.888,0.8,-0.4058,"2015,2018,2019"
judge_corps_caption,m-davis-1,Mike Davis,001j000000iwx9aaat,Crossmen,MP,World Class,12,-0.3662,-0.1637,-0.2197,0.3811,-1.1131,0.3807,0.9216,0.4167,-0.961,"2013,2014,2015,2017,2018,2019,2023,2024,2025"
judge_corps_caption,m-gray-1,Michael Gray,001j000000iwwsqaal,Blue Stars,GE1,World Class,9,-0.4149,-0.3004,-0.2197,0.604,-1.5988,0.7689,0.7827,0.5556,-0.687,"2016,2017,2018,2019"
judge_corps_caption,g-howarth-1,Gifford Howarth,001j000000iwwsqaal,Blue Stars,MP,World Class,9,0.4148,0.6126,0.2196,0.1154,0.1886,0.6409,0.4837,0.8889,3.5944,"2013,2015,2016,2017,2019,2024,2025"
judge_corps_caption,w-dillon-1,Wayne Dillon,001j000000i6lenaa3,Madison Scouts,GE2,World Class,15,0.3366,0.3352,0.2195,0.0954,0.1496,0.5236,0.3832,0.8667,3.5277,"2013,2014,2015,2016,2019,2024"
judge_corps_caption,c-nelson-1,Carl Nelson,001j000000iwwsraal,Bluecoats,VP,World Class,19,0.3118,0.5385,0.2194,0.0651,0.1843,0.4393,0.3361,0.8947,4.792,"2013,2016,2017,2018,2019,2022,2023"
judge_corps_caption,p-mcgarr-1,Paul McGarr,001j000000iwxa3aal,Mandarins,MA,World Class,5,0.5702,0.1395,0.2193,0.1937,0.1906,0.9499,0.6372,0.8,2.9438,"2013,2015,2017,2019,2022"
judge_corps_caption,k-kuhn-1,Kim Kuhn,001j000000iwx97aad,Colt Cadets,CG,Open Class,7,-0.4696,-0.4985,-0.2192,0.5882,-1.6225,0.6833,1.1032,0.4286,-0.7984,"2016,2018,2019,2023"
judge_corps_caption,k-miller-1,Kyle Miller,001j000000iwx99aad,Columbians,GE1,Open Class,7,0.4693,-0.1465,0.219,0.4315,-0.3764,1.315,0.9372,0.7143,1.0876,"2016,2023,2024,2025"
judge_corps_caption,p-furnari-1,Peter Furnari,001j000000iwx93aad,Seattle Cascades,MP,World Class,8,-0.4378,-0.2303,-0.2189,0.515,-1.4472,0.5716,1.0641,0.5,-0.8502,"2013,2016,2017,2019,2024"
judge_corps_caption,w-dillon-1,Wayne Dillon,001j000000iwxabaa1,Southwind,GE2,Open Class,8,0.4379,0.3856,0.2189,0.2497,-0.0516,0.9274,0.7066,0.875,1.7534,"2015,2016,2018,2019,2023"
judge_corps_caption,r-solomon-1,Robert Solomon,001j000000iwxaeaa1,The Academy,VA,World Class,7,-0.4687,-0.4002,-0.2187,0.4069,-1.2663,0.3289,0.742,0.2857,-1.1517,"2015,2016,2017,2023,2025"
judge_corps_caption,j-webb-1,Jay Webb,001j000000i6i9saav,Blue Devils,GE2,World Class,9,0.4117,0.2472,0.218,0.1318,0.1535,0.67,0.4341,0.7778,3.1246,"2014,2015,2019,2023"
judge_corps_caption,m-rubino-1,Mike Rubino,001j000000i6kalaa3,Blue Devils C,MB,Open Class,8,0.4358,0.5014,0.2179,0.4155,-0.3786,1.2502,1.0204,0.875,1.0489,"2013,2014,2015,2017,2018,2019,2025"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000iwxafaa1,The Cavaliers,MA,World Class,13,-0.352,-0.4818,-0.2179,0.4707,-1.2746,0.5705,0.9574,0.6923,-0.7479,"2015,2017,2018,2019,2023,2024,2025"
judge_corps_caption,c-moss-1,Chris Moss,001j000000i6jmbaaf,Blue Devils B,VP,Open Class,6,0.5081,0.539,0.2178,0.3804,-0.2375,1.2537,0.8434,0.8333,1.3356,"2016,2018,2022,2024"
judge_corps_caption,f-morris-1,Frank Morris,001j000000h3xwcaav,Santa Clara Vanguard,GE1,World Class,9,0.4108,0.7389,0.2175,0.2932,-0.1639,0.9855,0.6648,0.6667,1.4009,"2013,2014,2015,2016"
judge_corps_caption,j-sturgeon-1,Jim Sturgeon,001j000000iwxacaa1,Spartans,VP,Open Class,9,0.4108,0.7075,0.2175,0.1349,0.1463,0.6752,0.4967,0.7778,3.0443,"2013,2014,2015,2022,2025"
judge_corps_caption,b-fabrizio-1,Beth Fabrizio,001j000000iwxa1aal,Les Stentors,MA,Open Class,8,-0.4349,0.1635,-0.2175,0.2489,-0.9228,0.0529,0.6464,0.25,-1.7474,"2013,2014,2016,2025"
judge_corps_caption,c-church-1,CHRIS CHURCH,001j000000iwx9oaad,Genesis,GE1,Open Class,5,-0.5654,-0.4662,-0.2175,0.5512,-1.6457,0.5149,0.8589,0.4,-1.0258,"2015,2016,2017,2018"
judge_corps_caption,b-crisp-1,Bryan Crisp,001j000000iwxajaa1,Troopers,MB,World Class,8,0.4349,0.4848,0.2175,0.1113,0.2169,0.653,0.4349,1,3.9095,"2018,2019,2023,2024,2025"
judge_corps_caption,t-hudnall-1,Tim Hudnall,001j000000iwxa5aal,Music City,CG,World Class,7,-0.4658,-1.1067,-0.2174,0.6072,-1.656,0.7244,1.4021,0.2857,-0.7671,"2022,2023,2024,2025"
judge_corps_caption,j-davila-1,Julie Davila,001j000000iwwsoaal,Blue Knights,MP,World Class,14,-0.3415,-0.4694,-0.2173,0.2914,-0.9126,0.2296,0.6751,0.5,-1.172,"2016,2017,2018,2019,2022,2023,2025"
judge_corps_caption,m-gray-1,Michael Gray,001j000000iwxafaa1,The Cavaliers,GE1,World Class,11,-0.3753,-0.2768,-0.2173,0.5108,-1.3764,0.6259,0.699,0.5455,-0.7347,"2016,2017,2018,2019"
judge_corps_caption,n-jones-1,Nola Jones,001j000000iwxa6aal,Oregon Crusaders,GE2,World Class,12,0.3616,0.259,0.217,0.1649,0.0385,0.6848,0.5742,0.6667,2.1933,"2013,2014,2015,2016,2017,2018"
judge_corps_caption,w-dillon-1,Wayne Dillon,001j000000iwx9aaat,Crossmen,MA,World Class,9,0.4099,0.3438,0.217,0.1355,0.1443,0.6756,0.4812,0.8889,3.0243,"2013,2014,2017,2019,2022,2023,2025"
judge_corps_caption,p-furnari-1,Peter Furnari,001j000000iwx9oaad,Genesis,MP,World Class,5,-0.5641,-0.3173,-0.217,0.715,-1.9655,0.8373,1.0224,0.6,-0.789,"2017,2024"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000iwxa7aal,Pacific Crest,MB,World Class,8,0.4338,0.3507,0.2169,0.1333,0.1726,0.695,0.4943,0.875,3.2551,"2014,2016,2017,2019,2022,2025"
judge_corps_caption,c-armbruster-1,Chad Armbruster,001j000000iwx9saad,Guardians,MA,Open Class,5,0.5637,0.8419,0.2168,0.1795,0.2119,0.9155,0.573,0.8,3.1405,"2019,2022"
judge_corps_caption,m-mcgahey-1,Mark McGahey,001j000000iwx98aad,Colts,MB,World Class,7,0.4644,0.0498,0.2167,0.1511,0.1683,0.7604,0.514,0.8571,3.0741,"2013,2014,2015,2022"
judge_corps_caption,h-nguyen-1,Hieu Nguyen,001j000000iwx97aad,Colt Cadets,CG,Open Class,6,0.505,0.4985,0.2164,0.3384,-0.1582,1.1682,0.7277,0.6667,1.4925,"2017,2018,2024"
judge_corps_caption,a-dunn-1,Al Dunn,001j000000iwx9waad,Jersey Surf,MP,World Class,10,0.3893,0.5499,0.2163,0.1293,0.1359,0.6428,0.4424,0.8,3.0105,"2013,2014,2015,2016,2017"
judge_corps_caption,g-fugett-1,Glenn Fugett,001j000000iwxabaa1,Southwind,GE2,Open Class,6,0.5046,-0.0024,0.2163,0.5002,-0.4758,1.4849,0.847,0.6667,1.0088,"2016,2018,2023"
judge_corps_caption,j-bell-1,John Bell,001j000000iwxa7aal,Pacific Crest,GE2,World Class,17,0.3178,0.4802,0.2161,0.1389,0.0455,0.5901,0.5698,0.8235,2.2873,"2013,2015,2016,2017,2018,2019,2022,2024"
judge_corps_caption,d-davis-1,Darrin Davis,001j000000iwx91aad,Carolina Crown,MA,World Class,12,0.3602,0.3736,0.2161,0.1122,0.1404,0.5801,0.4255,0.6667,3.2117,"2014,2018,2019,2023,2024,2025"
judge_corps_caption,c-poole-1,Charles Poole,001j000000iwxacaa1,Spartans,MP,Open Class,7,-0.4625,-0.2719,-0.2158,0.6525,-1.7413,0.8163,1.4455,0.5714,-0.7089,"2019,2022,2023,2024"
judge_corps_caption,g-fugett-1,Glenn Fugett,001j000000iwxa8aal,Pioneer,MP,World Class,5,-0.5606,-1.0776,-0.2156,0.5898,-1.7167,0.5954,1.0442,0.4,-0.9505,"2013,2014,2016,2018"
judge_corps_caption,m-hoskins-1,Mark Hoskins,001j000000iwxafaa1,The Cavaliers,MB,World Class,24,0.2875,0.393,0.2156,0.1316,0.0296,0.5454,0.5637,0.875,2.1852,"2013,2016,2017,2018,2019,2022,2023,2024,2025"
judge_corps_caption,c-nelson-1,Carl Nelson,001j000000iwwsqaal,Blue Stars,VP,World Class,17,0.3165,0.5414,0.2152,0.069,0.1813,0.4516,0.3287,0.8235,4.59,"2015,2016,2017,2018,2019,2022,2023"
judge_corps_caption,j-davila-1,Julie Davila,001j000000iwx9aaat,Crossmen,MA,World Class,6,0.502,0.3058,0.2152,0.2319,0.0475,0.9566,0.5788,0.8333,2.1648,"2018,2019,2023"
judge_corps_caption,c-guard-1,Color Guard,001j000000iwx98aad,Colts,CG,World Class,6,0.5017,0.6419,0.215,0.1547,0.1986,0.8049,0.5017,1,3.2444,"2017,2019,2022,2023"
judge_corps_caption,p-haines-1,Phillip Haines,001j0000012y6bqaac,The Battalion,MA,Open Class,5,-0.559,-0.1815,-0.215,0.4056,-1.3539,0.236,0.8352,0.4,-1.3781,"2018,2019,2024,2025"
judge_corps_caption,b-fabrizio-1,Beth Fabrizio,001j000000iwxaaaa1,Raiders,MA,Open Class,13,-0.3471,0.2958,-0.2149,0.2996,-0.9344,0.2402,0.77,0.3846,-1.1583,"2013,2014,2016,2017,2018,2022,2024,2025"
judge_corps_caption,j-sturgeon-1,Jim Sturgeon,001j000000iwwssaal,Boston Crusaders,VA,World Class,14,-0.3376,-0.3673,-0.2149,0.4669,-1.2527,0.5775,1.2248,0.7143,-0.7231,"2014,2016,2017,2018,2019,2023,2024,2025"
judge_corps_caption,d-padilla-1,Damon Padilla,001j000000iwxadaa1,Spirit of Atlanta,CG,World Class,5,-0.5586,-0.6251,-0.2148,0.8213,-2.1683,1.0511,1.3848,0.6,-0.6802,"2023,2025"
judge_corps_caption,m-griffin-1,Marty Griffin,001j000000qzs1qaaf,River City Rhythm,MP,Open Class,5,0.558,0.5389,0.2146,0.2944,-0.0192,1.1351,0.7278,0.8,1.895,"2015,2016,2019,2025"
judge_corps_caption,m-davis-1,Mike Davis,001j000000iwxakaa1,Vanguard Cadets,MP,Open Class,18,0.3097,0.7936,0.2144,0.0912,0.1309,0.4885,0.3887,0.7222,3.3942,"2013,2014,2015,2016,2017,2018,2022"
judge_corps_caption,p-furnari-1,Peter Furnari,001j000000i6i9saav,Blue Devils,MP,World Class,5,0.5564,0.7545,0.214,0.1016,0.3572,0.7556,0.5564,1,5.475,"2013,2017,2024"
judge_corps_caption,j-gilley-1,Jackie Gilley,001j000000iwxa5aal,Music City,VA,Open Class,5,0.5565,1.2013,0.214,0.4971,-0.4178,1.5308,1.0474,0.6,1.1195,"2014,2016"
judge_corps_caption,t-ochran-1,Timothy Ochran,001j000000iwx9oaad,Genesis,VA,Open Class,14,0.3361,0.2014,0.2139,0.354,-0.3576,1.0299,1.043,0.7857,0.9497,"2013,2015,2016,2017,2018,2019,2024"
judge_corps_caption,h-nguyen-1,Hieu Nguyen,001j000000iwxakaa1,Vanguard Cadets,CG,Open Class,5,0.5546,0.65,0.2133,0.1391,0.282,0.8272,0.5546,1,3.9872,"2017,2018"
judge_corps_caption,t-mengel-1,Tim Mengel,001j000000iwwslaal,7th Regiment,MP,Open Class,5,-0.5541,-0.6065,-0.2131,0.8321,-2.185,1.0768,1.2852,0.4,-0.6659,"2018,2022,2024"
judge_corps_caption,a-lo-1,Albert Lo,001j000000h3xrnaav,Phantom Regiment,MA,World Class,5,0.5535,0.869,0.2129,0.2257,0.1112,0.9958,0.624,0.8,2.4527,"2013,2014,2015,2019"
judge_corps_caption,p-mcgarr-1,Paul McGarr,001j000000iwx9waad,Jersey Surf,MB,World Class,14,-0.3344,-0.3559,-0.2128,0.183,-0.693,0.0243,0.5769,0.2857,-1.8271,"2013,2014,2015,2016,2017,2018,2019,2022,2023,2024"
judge_corps_caption,m-anderson-1,Mike Anderson,001j000000iwxajaa1,Troopers,GE1,World Class,11,-0.3672,-0.0233,-0.2126,0.3146,-0.9839,0.2495,0.6394,0.4545,-1.167,"2014,2018,2019,2022"
judge_corps_caption,j-webb-1,Jay Webb,001j000000iwxaeaa1,The Academy,MA,World Class,9,0.4013,0.3194,0.2125,0.0996,0.2061,0.5966,0.4013,1,4.0295,"2013,2014,2018,2022,2023"
judge_corps_caption,c-rothe-1,Caleb Rothe,001j000000h3xwcaav,Santa Clara Vanguard,GE2,World Class,17,-0.3119,-0.2095,-0.2121,0.3499,-0.9977,0.3739,0.8009,0.7647,-0.8915,"2014,2016,2017,2018,2022,2024,2025"
judge_corps_caption,b-crisp-1,Bryan Crisp,001j000000i6lenaa3,Madison Scouts,MB,World Class,12,0.3535,0.3732,0.2121,0.1491,0.0612,0.6458,0.4931,0.8333,2.3706,"2018,2019,2022,2023,2024,2025"
judge_corps_caption,a-lo-1,Albert Lo,001j000000iwx9waad,Jersey Surf,MB,World Class,9,0.4003,0.5133,0.2119,0.219,-0.029,0.8296,0.6062,0.7778,1.8275,"2013,2014,2015,2018"
judge_corps_caption,g-fugett-1,Glenn Fugett,001j000000iwxa6aal,Oregon Crusaders,GE2,World Class,8,0.4235,0.2832,0.2118,0.1535,0.1227,0.7244,0.4965,0.875,2.7595,"2013,2014,2016,2017,2018"
judge_corps_caption,r-solomon-1,Robert Solomon,001j000000iwxa3aal,Mandarins,VP,World Class,23,-0.2853,-0.2331,-0.2117,0.3117,-0.8963,0.3257,0.8468,0.5217,-0.9153,"2013,2014,2015,2016,2017,2018,2019,2023,2024,2025"
judge_corps_caption,j-sturgeon-1,Jim Sturgeon,001j000000iwxa3aal,Mandarins,CG,World Class,5,0.5493,-0.2156,0.2113,0.7731,-0.966,2.0646,1.5439,0.8,0.7104,"2016,2018,2019,2022,2023"
judge_corps_caption,m-mcgahey-1,Mark McGahey,001j000000iwxajaa1,Troopers,GE2,World Class,11,0.3648,0.3074,0.2112,0.1195,0.1306,0.599,0.3927,0.9091,3.0529,"2013,2014,2017,2019,2023"
judge_corps_caption,r-isoda-1,Randolph Isoda,001j000000iwxafaa1,The Cavaliers,MA,World Class,5,0.5485,-0.4491,0.211,0.6931,-0.81,1.907,1.2648,0.8,0.7913,"2013,2014,2016,2017"
judge_corps_caption,m-turner-1,Michael Turner,001j000000iwx9paad,Gold,CG,Open Class,6,0.4923,0.0994,0.211,0.3821,-0.2567,1.2413,0.748,0.6667,1.2881,"2015,2016,2023,2024,2025"
judge_corps_caption,c-phillips-1,Chester Phillips,001j000000iwx9waad,Jersey Surf,MB,World Class,8,-0.4215,-0.1893,-0.2108,0.2325,-0.8772,0.0341,0.6302,0.375,-1.8131,"2014,2016,2017,2018,2019,2023"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000iwx98aad,Colts,MA,World Class,9,0.3981,0.2736,0.2108,0.1079,0.1866,0.6097,0.3981,1,3.6886,"2016,2017,2023,2024,2025"
judge_corps_caption,d-torchia-1,Debbie Torchia,001j000000iwwsqaal,Blue Stars,CG,World Class,10,-0.3792,-0.4877,-0.2107,0.5909,-1.5374,0.7789,1.049,0.7,-0.6418,"2013,2014,2015,2017,2018,2022,2023,2025"
judge_corps_caption,m-rubino-1,Mike Rubino,001j000000iwxa3aal,Mandarins,MB,World Class,12,0.3504,-0.0545,0.2102,0.3312,-0.2987,0.9995,1.0198,0.5,1.058,"2013,2014,2015,2017,2018,2019,2022,2023"
judge_corps_caption,j-davila-1,Julie Davila,001j000000iwwssaal,Boston Crusaders,MP,World Class,13,0.3393,0.212,0.21,0.2584,-0.1671,0.8457,0.765,0.7692,1.3133,"2016,2017,2019,2023,2024"
judge_corps_caption,j-sturgeon-1,Jim Sturgeon,001j000000i6i9saav,Blue Devils,CG,World Class,6,0.49,-0.3054,0.21,0.692,-0.8663,1.8462,1.4755,0.8333,0.7081,"2018,2019,2022,2023"
judge_corps_caption,r-solomon-1,Robert Solomon,001j000000iwx98aad,Colts,VP,World Class,13,0.3391,0.3422,0.2099,0.1152,0.1132,0.565,0.432,0.9231,2.9424,"2013,2014,2015,2016,2017,2019,2024,2025"
judge_corps_caption,m-mcgahey-1,Mark McGahey,001j000000h3xrnaav,Phantom Regiment,MB,World Class,5,-0.5453,-0.9683,-0.2097,1.1216,-2.7437,1.6531,1.4613,0.8,-0.4862,"2013,2014,2017,2022"
judge_corps_caption,t-ochran-1,Timothy Ochran,001j000000iwx9uaad,Impulse,VA,Open Class,7,0.4489,0.3102,0.2095,0.3159,-0.1702,1.068,0.8199,0.7143,1.4212,"2017,2018,2019,2023,2024"
judge_corps_caption,c-armbruster-1,Chad Armbruster,001j000000iwx9paad,Gold,MA,Open Class,5,0.5443,0.8542,0.2093,0.2304,0.0926,0.9959,0.5443,1,2.3618,"2019,2022"
judge_corps_caption,t-wemhoff-1,Ted Wemhoff,001j000000iwxajaa1,Troopers,GE1,World Class,17,-0.3077,-0.0718,-0.2092,0.2914,-0.8788,0.2634,0.51,0.3529,-1.0559,"2015,2016,2017,2019,2022,2023,2025"
judge_corps_caption,m-griffin-1,Marty Griffin,001j000000iwwsraal,Bluecoats,MA,World Class,6,0.488,0.5391,0.2091,0.2623,-0.0261,1.0021,0.6062,0.8333,1.8605,"2014,2022,2024,2025"
judge_corps_caption,g-oliviero-1,George Oliviero,001j000000iwxaeaa1,The Academy,VA,World Class,16,-0.3133,-0.4199,-0.2089,0.2192,-0.7429,0.1163,0.6504,0.5,-1.4293,"2013,2014,2015,2018,2019,2022,2023,2024,2025"
judge_corps_caption,k-baker-1,Keith Baker,001j000000i6lenaa3,Madison Scouts,VA,World Class,13,-0.3371,-0.4279,-0.2087,0.4729,-1.2639,0.5897,1.1589,0.6923,-0.7129,"2015,2017,2019,2022,2023,2024,2025"
judge_corps_caption,w-chumley-1,William Chumley,001j000000iwx9oaad,Genesis,GE1,World Class,9,-0.3937,-0.1763,-0.2084,0.4102,-1.1976,0.4102,0.8674,0.4444,-0.9599,"2022,2023,2024,2025"
judge_corps_caption,j-prosperie-1,Jeff Prosperie,001j000000iwxaaaa1,Raiders,MP,Open Class,6,-0.486,-0.8889,-0.2083,0.6637,-1.7869,0.8148,1.0216,0.5,-0.7323,"2014,2016,2018,2019,2025"
judge_corps_caption,c-rapacki-1,Chris Rapacki,001j000000iwxaeaa1,The Academy,MP,World Class,7,0.4464,0.492,0.2083,0.2107,0.0335,0.8593,0.5619,0.7143,2.1189,"2022,2023,2025"
judge_corps_caption,m-lentz-1,Michael Lentz,001j000000iwx9aaat,Crossmen,VA,World Class,5,-0.5414,-0.3749,-0.2082,0.5955,-1.7086,0.6258,0.6796,0.2,-0.9092,"2013,2016,2017"
judge_corps_caption,n-jones-1,Nola Jones,001j000000h3xrnaav,Phantom Regiment,GE2,World Class,33,-0.2584,-0.3614,-0.208,0.2513,-0.7509,0.2342,0.8643,0.6667,-1.0282,"2013,2014,2015,2016,2017,2018,2019,2022,2023,2024,2025"
