estimator,division,metric,group,count,mean,sd,mae,rmse,medianAbs,p75Abs,p90Abs,p95Abs,min,max,impliedObservationSigma,impliedNormalMae,note
centered_interpolation_oracle,Open Class,TOTAL,all,1787,0.085328,1.268975,0.923982,1.271487,0.7,1.259524,1.905455,2.396429,-6.685294,7.035366,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,Open Class,TOTAL,surrounding_gap<=14d,1614,0.12937,1.247438,0.909482,1.253744,0.685714,1.24256,1.855,2.368333,-4.622222,7.035366,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,Open Class,TOTAL,surrounding_gap<=21d,1741,0.094224,1.275243,0.927719,1.278354,0.7,1.2675,1.913636,2.4,-6.685294,7.035366,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,Open Class,TOTAL,surrounding_gap<=7d,1405,0.155192,1.226865,0.883405,1.236208,0.666667,1.208333,1.83,2.309667,-4.622222,7.035366,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,GE1,all,4608,0.005873,0.336294,0.247993,0.336309,0.183333,0.35,0.55,0.7,-1.65,2.014286,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,GE1,surrounding_gap<=14d,4566,0.005644,0.334196,0.246667,0.334207,0.183333,0.35,0.55,0.7,-1.65,2.014286,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,GE1,surrounding_gap<=21d,4606,0.005896,0.336363,0.248075,0.336378,0.183333,0.35,0.55,0.7,-1.65,2.014286,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,GE1,surrounding_gap<=7d,4353,0.005733,0.330431,0.244331,0.330443,0.18,0.35,0.54,0.7,-1.65,2.014286,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,GE2,all,4608,0.002462,0.352557,0.262196,0.352527,0.2,0.366667,0.56875,0.7375,-2.481818,1.85,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,GE2,surrounding_gap<=14d,4566,0.00204,0.352431,0.262075,0.352398,0.2,0.366667,0.567708,0.736458,-2.481818,1.85,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,GE2,surrounding_gap<=21d,4606,0.002313,0.352535,0.26216,0.352504,0.2,0.366667,0.56875,0.7375,-2.481818,1.85,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,GE2,surrounding_gap<=7d,4353,0.003121,0.348092,0.259849,0.348066,0.2,0.365613,0.566667,0.730476,-1.566667,1.85,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,VP,all,4608,0.007617,0.367787,0.270246,0.367826,0.2,0.369194,0.6,0.78,-2.180952,1.725,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,VP,surrounding_gap<=14d,4566,0.005832,0.365952,0.268977,0.365958,0.2,0.366667,0.6,0.776786,-2.180952,1.725,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,VP,surrounding_gap<=21d,4606,0.007367,0.367329,0.270033,0.367363,0.2,0.368229,0.6,0.78,-2.180952,1.725,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,VP,surrounding_gap<=7d,4353,0.006897,0.362271,0.266654,0.362295,0.2,0.366667,0.6,0.77,-1.733333,1.65,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,VA,all,4608,0.007532,0.368535,0.269311,0.368572,0.2,0.366667,0.575,0.74,-2.485714,1.68,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,VA,surrounding_gap<=14d,4566,0.007323,0.368592,0.269421,0.368624,0.2,0.366667,0.575,0.739375,-2.485714,1.68,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,VA,surrounding_gap<=21d,4606,0.007496,0.368558,0.269298,0.368594,0.2,0.366667,0.575,0.74,-2.485714,1.68,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,VA,surrounding_gap<=7d,4353,0.007847,0.365669,0.267225,0.365711,0.2,0.366667,0.571429,0.733333,-2.485714,1.68,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,CG,all,4608,0.005159,0.360588,0.263385,0.360586,0.2,0.36,0.566667,0.733042,-1.966667,2.249711,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,CG,surrounding_gap<=14d,4566,0.003222,0.358672,0.261835,0.358647,0.2,0.35,0.563333,0.725,-1.966667,2.249711,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,CG,surrounding_gap<=21d,4606,0.004981,0.360564,0.263319,0.36056,0.2,0.359583,0.566667,0.733125,-1.966667,2.249711,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,CG,surrounding_gap<=7d,4353,0.001438,0.352263,0.258463,0.352225,0.2,0.35,0.56,0.716667,-1.966667,2.15,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MB,all,4608,0.008762,0.336631,0.247475,0.336708,0.1875,0.35,0.54,0.7,-1.6,2.815029,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MB,surrounding_gap<=14d,4566,0.007548,0.334102,0.246487,0.334151,0.192556,0.35,0.533333,0.7,-1.6,2.815029,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MB,surrounding_gap<=21d,4606,0.008814,0.336691,0.247534,0.33677,0.188194,0.35,0.54,0.7,-1.6,2.815029,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MB,surrounding_gap<=7d,4353,0.006616,0.329569,0.244056,0.329598,0.185714,0.35,0.533333,0.679547,-1.6,1.8,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MA,all,4608,0.006616,0.377239,0.27586,0.377256,0.2,0.384866,0.6,0.766667,-2.925,1.925,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MA,surrounding_gap<=14d,4566,0.006173,0.375972,0.274875,0.375981,0.2,0.383333,0.6,0.766667,-2.925,1.925,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MA,surrounding_gap<=21d,4606,0.006597,0.377156,0.275748,0.377173,0.2,0.383333,0.6,0.766667,-2.925,1.925,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MA,surrounding_gap<=7d,4353,0.001199,0.365246,0.268659,0.365206,0.2,0.375,0.6,0.75,-1.7625,1.9,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MP,all,4608,0.009196,0.448819,0.324036,0.448864,0.25,0.45,0.7,0.9,-3.3,2.866667,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MP,surrounding_gap<=14d,4566,0.006578,0.445502,0.322427,0.445502,0.25,0.45,0.7,0.9,-3.3,2.866667,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MP,surrounding_gap<=21d,4606,0.008917,0.447995,0.323647,0.448036,0.25,0.45,0.7,0.9,-3.3,2.866667,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,MP,surrounding_gap<=7d,4353,0.009018,0.437566,0.317953,0.437609,0.24,0.44,0.6875,0.9,-3.3,2.866667,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,TOTAL,all,4608,0.030776,0.768025,0.587126,0.768558,0.46,0.831079,1.25,1.55,-3.583333,3.592503,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,TOTAL,surrounding_gap<=14d,4566,0.026022,0.761065,0.584304,0.761426,0.459365,0.825,1.25,1.543472,-3.583333,3.45,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,TOTAL,surrounding_gap<=21d,4606,0.030295,0.76704,0.586649,0.767555,0.45974,0.830073,1.25,1.55,-3.583333,3.592503,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
centered_interpolation_oracle,World Class,TOTAL,surrounding_gap<=7d,4353,0.025362,0.749342,0.576175,0.749685,0.45625,0.816667,1.225,1.52,-3.583333,3.45,,,"Post-hoc linear interpolation between previous and next shows. This uses future data, so it is an optimistic smooth-trajectory residual proxy rather than a deployable model."
championship_week_repeatability,Open Class,GE1,top12_prelims_semis_finals,147,0,0.650807,0.394785,0.64859,0.25,0.425,1.04,1.283333,-1.683333,2.816667,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,Open Class,GE2,top12_prelims_semis_finals,147,0,0.535855,0.355215,0.534029,0.25,0.416667,0.796667,1.075,-1.2,2.2,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,Open Class,VP,top12_prelims_semis_finals,147,0,0.589743,0.35805,0.587734,0.216667,0.425,0.713333,1.216667,-1.566667,2.633333,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,Open Class,VA,top12_prelims_semis_finals,147,0,0.629316,0.365533,0.627172,0.233333,0.383333,0.746667,1.266667,-1.766667,3.066667,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,Open Class,CG,top12_prelims_semis_finals,147,0,0.621834,0.406122,0.619716,0.266667,0.533333,0.79,1.353333,-1.533333,2.633333,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,Open Class,MB,top12_prelims_semis_finals,147,0,0.551917,0.384354,0.550036,0.283333,0.5,0.88,1.08,-1.3,2.2,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,Open Class,MA,top12_prelims_semis_finals,147,0,0.559275,0.358617,0.557369,0.266667,0.4,0.62,1.106667,-1.833333,2.466667,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,Open Class,MP,top12_prelims_semis_finals,147,0,0.547577,0.346599,0.545711,0.2,0.454167,0.74,1.123333,-1.5,2.6,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,Open Class,TOTAL,top12_prelims_semis_finals,147,0,2.650975,1.508698,2.641942,0.799667,1.541667,2.8044,5.901667,-6.666667,12.133333,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,GE1,top12_prelims_semis_finals,375,0,0.13689,0.105911,0.136707,0.083333,0.1375,0.233333,0.269167,-0.45,0.4,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,GE2,top12_prelims_semis_finals,375,0,0.13887,0.107467,0.138684,0.083333,0.15,0.233333,0.291667,-0.375,0.433333,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,VP,top12_prelims_semis_finals,375,0,0.169407,0.131733,0.169181,0.1,0.183333,0.266667,0.333333,-0.6,0.4,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,VA,top12_prelims_semis_finals,375,0,0.175124,0.136889,0.17489,0.1,0.2,0.266667,0.333333,-0.516667,0.6,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,CG,top12_prelims_semis_finals,375,0,0.225581,0.171556,0.22528,0.133333,0.233333,0.383333,0.433333,-0.733333,1.1,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,MB,top12_prelims_semis_finals,375,0,0.175949,0.138489,0.175714,0.1,0.2,0.3,0.333333,-0.5,0.483333,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,MA,top12_prelims_semis_finals,375,0,0.141339,0.109733,0.14115,0.1,0.15,0.233333,0.271667,-0.433333,0.5,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,MP,top12_prelims_semis_finals,375,0,0.193082,0.149778,0.192824,0.116667,0.204167,0.33,0.383333,-0.616667,0.766667,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
championship_week_repeatability,World Class,TOTAL,top12_prelims_semis_finals,375,0,0.403556,0.330197,0.403018,0.3,0.464667,0.660733,0.745467,-1.096,0.966667,,,"Residual around each finalist corps' own prelims/semis/finals mean. Useful near-repeatability proxy, but still includes real championship-week changes and panel effects."
rank_progress_cell_residual,Open Class,GE1,cell_n>=5,2134,0,1.246152,0.920511,1.24586,0.646898,1.266071,2.159121,2.696528,-5.345161,4.710714,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,Open Class,GE2,cell_n>=5,2134,0,1.228976,0.907729,1.228688,0.638549,1.267667,2.098068,2.567006,-4.777419,5.269565,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,Open Class,VP,cell_n>=5,2134,0,1.224304,0.900482,1.224017,0.641935,1.276136,2.085718,2.682,-5.290323,5.022222,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,Open Class,VA,cell_n>=5,2134,0,1.287098,0.952734,1.286797,0.663393,1.354545,2.259857,2.70435,-5.388235,4.173913,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,Open Class,CG,cell_n>=5,2134,0,1.357313,1.002487,1.356995,0.75,1.391727,2.268916,2.688182,-8.554667,5.010714,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,Open Class,MB,cell_n>=5,2134,0,1.183614,0.873908,1.183337,0.631909,1.223848,2.055375,2.488093,-5.607692,4.63913,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,Open Class,MA,cell_n>=5,2134,0,1.227868,0.911688,1.227581,0.645644,1.32885,2.087178,2.601591,-5.230303,4.605263,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,Open Class,MP,cell_n>=5,2134,0,1.267052,0.954867,1.266755,0.705051,1.399194,2.159143,2.610937,-4.101471,5.395652,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,Open Class,TOTAL,cell_n>=5,2134,0,5.728779,4.160293,5.727437,2.847455,5.829886,10.078437,12.489887,-22.937097,23.493478,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,GE1,cell_n>=5,4932,0,0.967793,0.740947,0.967695,0.598074,1.072093,1.589579,1.958939,-4.578261,3.09,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,GE2,cell_n>=5,4932,0,0.981129,0.749459,0.98103,0.592821,1.088571,1.624232,1.9263,-4.615909,3.244,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,VP,cell_n>=5,4932,0,0.972609,0.749513,0.972511,0.6,1.085185,1.611097,1.923599,-4.37381,3.506667,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,VA,cell_n>=5,4932,0,0.999138,0.775866,0.999036,0.627803,1.125614,1.633214,2.003372,-4.346341,2.963636,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,CG,cell_n>=5,4932,0,1.053573,0.817789,1.053466,0.644186,1.176296,1.7518,2.118219,-4.292308,3.403333,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,MB,cell_n>=5,4932,0,0.992445,0.763279,0.992344,0.614286,1.087092,1.62,2.013861,-4.392683,3.056,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,MA,cell_n>=5,4932,0,1.006877,0.766253,1.006775,0.606849,1.098837,1.663124,2.039326,-4.885,3.251974,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,MP,cell_n>=5,4932,0,1.072934,0.82013,1.072826,0.642218,1.155858,1.774929,2.189744,-5.709091,4.085,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
rank_progress_cell_residual,World Class,TOTAL,cell_n>=5,4932,0,4.699057,3.572845,4.69858,2.825036,5.233361,7.9,9.486786,-19.765217,15.554,,,Residual within division + rank bucket + 5 percent-through bucket cells. This measures scatter left after a coarse reference curve and includes within-cell corps/event differences.
score_granularity,Open Class,GE1,all,2235,12.811544,2.225919,0.217897,0.927964,0.996421,,,,5.9,19.5,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=191."
score_granularity,Open Class,GE2,all,2235,12.858311,2.203152,0.202237,0.926622,0.989709,,,,6.4,19,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=202."
score_granularity,Open Class,VP,all,2235,12.813043,2.247763,0.213423,0.995078,1,,,,6.4,19.8,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=134."
score_granularity,Open Class,VA,all,2235,12.788523,2.271506,0.232662,0.995078,1,,,,6.1,19.5,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=135."
score_granularity,Open Class,CG,all,2235,12.71681,2.353541,0.220134,0.993736,1,,,,0.02,19.2,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=141."
score_granularity,Open Class,MB,all,2235,12.801946,2.211107,0.20179,0.992394,1,,,,5.5,19.2,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=134."
score_granularity,Open Class,MA,all,2235,12.835213,2.184186,0.200895,0.940045,0.988367,,,,6.5,19.3,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=183."
score_granularity,Open Class,MP,all,2235,12.870951,2.169402,0.205817,0.918568,0.988814,,,,6,19.1,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=206."
score_granularity,Open Class,TOTAL,all,2235,64.083109,10.834406,0.180761,0.424609,0.863982,,,,33.5,96.15,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=1029."
score_granularity,World Class,GE1,all,5086,15.907698,1.912722,0.199174,0.859025,0.97444,,,,9.3,20,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=248."
score_granularity,World Class,GE2,all,5086,15.930427,1.916633,0.193472,0.840739,0.953991,,,,9.3,20,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=265."
score_granularity,World Class,VP,all,5086,15.877163,1.918337,0.218836,0.976996,1,,,,9,20,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=151."
score_granularity,World Class,VA,all,5086,15.89711,1.936274,0.209988,0.970114,1,,,,9.4,20,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=155."
score_granularity,World Class,CG,all,5086,15.794229,1.986397,0.208415,0.974243,1,,,,9,20,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=152."
score_granularity,World Class,MB,all,5086,15.923555,1.903469,0.207039,0.959103,1,,,,9.2,20,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=154."
score_granularity,World Class,MA,all,5086,15.930476,1.912988,0.194849,0.896972,0.966575,,,,8.6,19.9,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=247."
score_granularity,World Class,MP,all,5086,15.947016,1.945732,0.206252,0.902674,0.986433,,,,8.1,20,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=225."
score_granularity,World Class,TOTAL,all,5086,79.52292,9.466483,0.165749,0.412112,0.834251,,,,48.3,99.65,,,"Granularity diagnostic: mae=quarter_point_pct, rmse=tenth_point_pct, medianAbs=hundredth_point_pct, unique_scores=1389."
